lungs concerning for	1	0.1451
infection.4. gastrointestinal bleed.5.	1	0.1451
lesion, concerning for	1	0.1451
examination:please evaluate for	1	0.1451
further investigations if	1	0.1451
infiltrateadmitting diagnosis: chf,	1	0.1451
non-verbal. started oninexsufflator.2.	1	0.1451
any evidence of	1	0.1451
inability to track,	1	0.1451
confusion. evaluate for	1	0.1451
tell rn if	1	0.1451
pt tx with	1	0.1451
team/gi team of	1	0.1451
consistentwith residual /	1	0.1451
yesterday. bx showed	1	0.1451
pleaadmitting diagnosis: chf,	1	0.1451
yellow/clear urine. on	1	0.1451
continue to get	1	0.1451
try to addresshis	1	0.1451
consolidation is probably	1	0.1451
chest: [**3082-1-19**]comparison: [**3082-1-18**].indication:	1	0.1451
however,with aspiration and	1	0.1451
forablation due to	1	0.1451
the risk of	1	0.1451
[**wardname 227**] for	1	0.1451
liver xplant w/	1	0.1451
[**2879-8-23**], 0938 hours.indication:	1	0.1451
admitted with a	1	0.1451
[**1-8**] and 19:	1	0.1451
100mcg/min, but experienced	1	0.1451
vena cava, with	1	0.1451
hypotension does not	1	0.1451
room again for	1	0.1451
a-flutter. pt had	1	0.1451
time. started on	1	0.1451
and 21 has	1	0.1451
transplantation. rule out	1	0.1451
7.4csf: wcc 71	1	0.1451
yo woman with	1	0.1451
high likelihood of	1	0.1451
ppm, anemia, gerd,	1	0.1451
leak has not	1	0.1451
short-gut syndrome and	1	0.1451
withaxillary node dissection,	1	0.1451
of breathadmitting diagnosis:	1	0.1451
of the tumor	1	0.1451
information: patient with	1	0.1451
in 12/06 and	1	0.1451
w/good effect, no	1	0.1451
gastrointestinal bleeding and	1	0.1451
sob. found with	1	0.1451
anemia of chronicdisease,	1	0.1451
she experienced no	1	0.1451
and did not	1	0.1451
progressed gradually although	1	0.1451
number (radiology) 7249**]reason:	1	0.1451
73-year-old male with	1	0.1451
to evaluate for	1	0.1451
rt mastectomy and	1	0.1451
changed to bid	1	0.1451
woman w/als w/	1	0.1451
for lifegiven his	1	0.1451
drip. hischest pain	1	0.1451
as well as	1	0.1451
number (radiology) 4397**]reason:	1	0.1451
poor feeding, and	1	0.1451
[**8-30**], eval for	1	0.1451
of local tumor	1	0.1451
the duodenum causing	1	0.1451
s/p ercp w/stent,	1	0.1451
the patient had	1	0.1451
two recenthospitalizations with	1	0.1451
the chest discomfort	1	0.1451
bp control..#) h/o	1	0.1451
number (radiology) 15966**]reason:	1	0.1451
radiographic evidence of	1	0.1451
ntg, no further	1	0.1451
evening.a/p- pt with	1	0.1451
to suggest disease	1	0.1451
possible cholangitis 1997-	1	0.1451
stenting. presents with	1	0.1451
wires shouldhe develop	1	0.1451
and should they	1	0.1451
hd, dm, htn,	1	0.1451
aspiratingadmitting diagnosis: chf,	1	0.1451
patientcame back with	1	0.1451
atelectasis-infiltrate, which is	1	0.1451
liver transplant nowwith	1	0.1451
[**3082-2-3**].indication: history of	1	0.1451
on [**3473-1-22**])- h/o	1	0.1451
liver failure and	1	0.1451
ca with mets,	1	0.1451
24, monitor for	1	0.1451
history presents with	1	0.1451
pt to start	1	0.1451
as fluticasone inhalers.5.	1	0.1451
operated on hehad	1	0.1451
concern for ptx	1	0.1451
these episodes may	1	0.1451
discharge to have	1	0.1451
effusion. concern for	1	0.1451
quadrant, likely represent	1	0.1451
careview for specifics.:	1	0.1451
pending . r/o	1	0.1451
tomorrow. etiology of	1	0.1451
improvement today--please assessfor	1	0.1451
day again.discharge diagnoses:1.	1	0.1451
recall cmv infecton,	1	0.1451
origin, now with	1	0.1451
minutes but then	1	0.1451
